listing_id,label
11551,0.975609756097561
13913,0.9473684210526315
15400,1.0
17402,0.9705882352941176
25023,0.96875
25123,0.9904761904761905
33332,1.0
34825,1.0
36299,0.9733333333333334
36660,0.997737556561086
36986,0.9019607843137255
37384,0.9622641509433962
38407,0.9606299212598425
38605,0.9933993399339934
38610,1.0
39387,1.0
41311,1.0
41445,0.8571428571428571
41509,1.0
41712,0.9887640449438202
41870,1.0
42001,0.9934640522875817
42010,0.9953917050691244
43129,0.9940119760479041
43202,0.968421052631579
44144,0.96875
44237,1.0
45163,0.0
45168,1.0
46992,1.0
47192,0.9971509971509972
47369,0.8863636363636364
49970,1.0
51578,1.0
51830,0.9823008849557522
52151,1.0
52940,1.0
53242,1.0
53245,1.0
55133,1.0
55402,1.0
55706,1.0
59656,0.9790575916230366
62218,0.9852941176470589
62747,0.9873417721518988
62970,0.9647887323943662
63864,0.8
64429,0.9806629834254144
64942,1.0
65638,1.0
66772,1.0
67025,0.9903846153846154
67851,1.0
67934,0.8846153846153846
69198,1.0
71875,0.967741935483871
72059,1.0
72913,0.9777777777777777
73431,0.9591836734693877
74107,0.9545454545454546
74954,1.0
75120,0.9896907216494846
76440,0.9948979591836735
76932,0.9411764705882353
78606,1.0
78892,0.9818181818181818
79129,1.0
79488,1.0
79571,0.9166666666666666
80123,1.0
80441,1.0
90700,0.9726962457337884
92399,1.0
92644,0.9673202614379085
93015,0.8571428571428571
93263,0.9545454545454546
93500,0.9
93779,1.0
93783,1.0
94138,0.972972972972973
96052,0.967741935483871
97178,0.9828326180257511
97506,1.0
97583,0.9868421052631579
97974,0.9885057471264368
98271,1.0
98541,0.7241379310344828
98750,0.9649122807017544
98776,1.0
99241,1.0
99333,0.847457627118644
100326,1.0
100479,1.0
101083,0.9558823529411765
102391,0.9583333333333334
102565,0.9963898916967509
103682,1.0
106332,1.0
107048,0.9888392857142857
107051,0.9927710843373494
108529,0.9851632047477745
108562,1.0
109226,1.0
109299,1.0
111255,1.0
116268,1.0
117203,1.0
118805,0.9948186528497409
123522,1.0
127652,0.9885057471264368
128581,0.8666666666666667
129768,0.9375
131444,1.0
137581,0.9900497512437811
137907,1.0
138800,1.0
139142,0.9693877551020408
140518,1.0
142117,1.0
143028,1.0
143478,0.9523809523809523
143568,0.9512195121951219
145612,0.9891304347826086
147244,0.8636363636363636
147802,1.0
150900,0.8823529411764706
207784,0.9333333333333333
207912,0.9655172413793104
210010,1.0
213024,0.9285714285714286
214755,1.0
214995,0.9875930521091811
216350,0.9840425531914894
219665,0.9852941176470589
227078,0.9588235294117647
227502,0.9692307692307692
228195,1.0
229684,1.0
230427,0.9923076923076923
230839,1.0
231692,0.98
231854,0.9933333333333333
232240,1.0
232983,0.9950248756218906
234776,0.9950980392156863
235994,0.961038961038961
236716,1.0
236956,1.0
